,id,time,rating,comment
0,a-hVnSTC12MY5L3t9yOSJw,8/25/2021,3 star rating,"I called a front desk Manager, Mr. Lopez  to honor a charge to my room that was prepaid for by mr & mrs smith in the amount of $310. There was a technical issue because I never received the emailCorrection he said was sent a few times. Unbelievable.Initially, on 8/17 a front desk female associate said the extra $600 charged on my card was for incidentals but my friend who is not a minority wasn't charged that amount. The associate said I should see a credit. I only received half of that amount back and was charged an extra $10. I already prepaid over $400 for two nights. They did manage to get all of my room charges and resort fees correct. Not sure how the overcharges were incorrect. This is unacceptable. Update- I contacted the travel agent at 12:15 (after this review went live) and confirmed payments were sent. I called the front desk and Emmanuel answered and sent the email confirming the mistake and credit. He was pleasant and efficient. I wish this never happened. My hotel stay was excellent. He didn't mention any credit or offer for my troubles and time figuring out this situation. I had to take time from work to figure this out. An extra $600 on your bill when you already paid over $400 is hard to miss. Hopefully they figure out there agreements with Mr & Mrs Smith.So unfortunate."
1,a-hVnSTC12MY5L3t9yOSJw,7/24/2022,1 star rating,"We have had a room here for 4 days and have tried to use the pool. We can never get. A lounge chair becuase they are ""reserved"" they are reserved for ppl to buy, not for hotel guest. they do not tell you this before while your booking. The service  is trash. Absolutely rude. It's mind blowing.."
2,a-hVnSTC12MY5L3t9yOSJw,8/31/2021,4 star rating,"I had a good stay but I think the hotel is way too pricey for what it actually offers.The Queen room I got was cozy, the exposed bathroom is beautiful but the actual functionality is terrible. There is no door, so your water will leak everywhere when you shower. To go to the pool, you have to reserve a ""pool time"" which is a little bit silly in my opinion. If you don't, you might not get a spot. The rooftop pool area is nice, but the bar is way overpriced. I ordered 3 drinks and Guac/Chips and our bill came out to be $90. Like what?!If you go during the weekend, be warned that you need to bring earplugs. People party till 5am and you will hear every single sound. It's not pleasant if you're looking for a peaceful stay, or some sleep.The hotel also needs someone opening that heavy main door, and I think a lot of the glass could be cleaned. Not sure if it's the grungy vibe they're going for but the elevator feels dirty because of all the hand prints you see on the walls. I personally didn't like that.Again, pros and cons. I enjoyed my stay but some things could be better."
3,a-hVnSTC12MY5L3t9yOSJw,7/17/2021,5 star rating,"To be honest, my friend and I did not stay here but we spent the afternoon in the lovely downstairs bar on a steamy hot July afternoon.The ambiance was perfect, the drinks were great and the bartender was wonderful. The hotel itself is beautiful. I am happy to know that I can go back there when in Williamsburg when I am looking for a lovely place to drink and get out of the heat. I am also recommending it to my out of town friends as a perfect place to stay!"
4,a-hVnSTC12MY5L3t9yOSJw,6/2/2022,1 star rating,"I've never left a negative review on Yelp but this was probably one of my worst hotel stay I've experienced. The fire alarm keeps going off in your room if you take a shower... I called the front desk and shouted over the alarm that there's a problem and they said ""are you showering by chance? Oh yeah, that happens. I'll shut off the alarm for you"". They already know this is a common thing that happens when you shower! Then the alarm went off AGAIN and we called saying why is this happening you said you shut it off, and they said ""take a colder shower""....... WHAT......The bathrooms don't have anywhere to hang your wet towels.. water from the shower gets EVERYWHERE we had to use 2 towels to soak up the water form a single shower. And guess what- no where to hang the soaking towels. The bathroom barn doors hardly close, there's a massive gap on the bottom leaning the doors even more useless so you're just openly using the toilet with your significant other as there are NO DOORS and you're a few feet from the bed and the toilet !THE NOISE LEVEL IS LIKE A LAS VEGAS HELL. The rooms have a noise machine in them because the sound is already horrible and they know it. Because they have parties on the roof you can hear everything through the noise machine, and there are massive parties happening right across the street and the noise travels straight to your room. The DESTINATION FEE..... they inform you of an extra fee as you check out and we asked why that was and they said the fee is for access to gym/pool/and bikes that we could've paid to rent.... Had no idea about this. The staff ranged from nice to completely rude. The ELEVATORS hardly worked the whole weekend we were there, it took 10 minutes of waiting in the lobby to get room to go up to our room and a woman on the elevator had a meltdown and was cursing at how bad the elevator system was because you're competing with party-goers wanting to rage on the rooftop when you're just trying to get to your room...You can hear everyone in your hallway perfectly clear. I was lying in bed and there was commotion outside, a worker had entered our neighbors hotel room and they freaked out and started yelling because the couple were SHOWERING and as stated, there are no doors.I'm sure I'm forgetting more horrid experiences honestly but ill end this rant"
5,a-hVnSTC12MY5L3t9yOSJw,12/19/2021,5 star rating,"Holiday High Tea I visited on a Sunday afternoon for the holiday high tea in the restaurant. Food & drinks:The tea was flavorful, hot and cozy AF. I had the classic lemon verbena and felt it was perfectly made. The flavor wasn't too strong and had just enough sweetness. The high tea comes with three layers, the top is two scones and then a dessert layer and savory sandwiches. The scones came with clotted cream and paired perfectly with the tea. For the sweets, I really enjoyed the macaron and the eclair. For the savory level, you can easily cut each item into two small single-bite or two bite servings. These sandwiches all tasted fresh with bright flavors - I loved all the herbs on the cucumber sandwich. Overall a lovely treat. Value: if you're able to split an order of the high tea with another person I think it's a great deal. It's $45 for the high tea and $7 for each tea pot. Ambiance:Lovely. They had some cute jazz music playing and the interiors are so chic, plus the holiday decor was gorgeous. Service:Awesome. Genty was great! He made some recommendations which were much appreciated since it was my first time dining here and suggested that we split one high tea and add any extras we wanted."
6,a-hVnSTC12MY5L3t9yOSJw,1/22/2022,2 star rating,"This was a fun place to stay for a weekend, but there are some things we wish we had known in advance, some things we should have been told at check-in, and some things I would like to share so that other visitors can be better informed and prepared.We were not aware in advance that this hotel has a vaccination requirement, even to enter the building. This, for us, was a nice surprise that made our travel feel a little safer, but the point is that it should not have been a surprise upon arrival. There was also a lack of information at check-in: I had to specifically ask for a parking voucher (because I knew in advance about that amenity) and had to call back later for the Wi-Fi password (which was pretty slow). I was not informed of the $400 security fee and was shocked to see a (pending) credit card charge DOUBLE the confirmation email's price. I think perhaps they may have been training new staff personnel, though, so hopefully that will get better.My sister could not check-in to her room early despite having called in advance to request it (if possible) due to our planned arrival before her hair appointment for her birthday, and yet my room WAS ready when we got there, so clearly it was possible...that was a bit disappointing and delayed our day a little bit, but we understand it was not guaranteed.Beware, there are no coffee machines in the rooms and the free coffee/tea service in the lobby ends at 9am! (Again, it would have been nice to hear about that at check-in.) We did ask the restaurant for hot water so we could make tea (that we brought from home), but that was a little awkward.As for the room itself, the mattress was a bit too firm for me, not every room has a desk as advertised, and the wall of windows causes poor insulation (the room got way too hot when the sun was beating down through them, and then got way too cold when the sun went down and the howling wind picked up). We really appreciated that the hotel provided a sound machine in each room - not just to drown out the noisy wind, but also the street noise (garbage trucks in the middle of the night?), and the partying neighbors/hallway passersby. The casting feature on the TV made it very easy to sign-in and play a movie or show from any of our own streaming services, which was convenient and helpful. The open-layout shower without a door or curtain made for a very cold (heat escapes too easily to the high ceiling and right out the open doorway) and messy (water splashes EVERYWHERE) shower without any privacy (it really just needed one more row of frosted glass for the average-height person).All of that said, we loved the live jazz music in the lobby/bar area, enjoyed the beautiful architecture and decoration, and the views are amazing, especially from the night club inside an old water tower on the top floor! We visited in winter, so couldn't enjoy the rooftop pool, but I'm sure that's great as well. (visited 1/8/22)"
7,a-hVnSTC12MY5L3t9yOSJw,6/2/2021,4 star rating,"First, the room (Work & Workout suite) was great and very thoughtfully designed, save for the glitchy Liteboxer machine (more on that later). The layout of the suite makes you feel not cramped (which is super appreciated, given it's NYC). Plus, the two terraces and two bathrooms are a really nice touch (one in the office and the other in the bedroom). The mattress and bedding are *extremely* comfortable; you will have the best sleep of your life! I was never that person who pays attention to bedding- sheets are sheets, a mattress is a mattress. But I get it now! This will definitely be my go-to hotel when I visit.Btw, if you're not used to NYC apartment buildings, you might be shocked by the scalding water in the bathroom. Be gradual! About the Liteboxer machine. It wasn't set up to use automatically (it said it wasn't connected to the internet). The hotel was pretty responsive and someone came by to set it up. But even once it was workable, it kept glitching out, freezing and showing error messages. It was enjoyable when it was working but the experience was inconsistent. Since it was one of the main features of the suite, it was a bit frustrating that the software was so poor (but maybe that's the point? It gets you so irritated that you want to punch something?!)My experience with the restaurant and bar was not particularly good. It was unclear what the operating hours were and there was a gap in service of which patrons were not aware. I witnessed another patron be confused having waited for an hour for the server. Once the bar was serving again and I did order a drink, I found it to be extremely stiff. The food at the restaurant was average. Their bacon is more like a slab than thin and crispy. Anyway, to me these were relatively minor annoyances given how great the room was, as I did not go there for the restaurant but for the accommodations."
8,a-hVnSTC12MY5L3t9yOSJw,6/12/2021,4 star rating,"I had a lovely time here. My friend and I came here close to 8 looking to go to the rooftop. We were told it was extremely packed with an hr wait just to get a drink at the bar. We were informed by the hostess that they are not taking reservations fir the evening, but we could come back at 9pm. We opted to sit in the lounge until then. Ultimately we stayed in the lounge fir the rest of the evening. Service was excellent. The moment we sat, someone came to attend to us. We ordered figs wrapped in bacon (tasty) and birria tacos. I have never had birria tacos prior to this but my friend has. She said it wasn't exactly the same, but was still extremely good. The drink I initially ordered wasn't the greatest and I sent back fir a lychee martini. It was far from a lychee martini. I didn't care for it. But I should've stuck with items on the menu I suppose. I will be back because overall, my ex was great."
9,a-hVnSTC12MY5L3t9yOSJw,9/28/2021,3 star rating,- awesome rooftop lounge- kind of expensive- rooftop lounge closes early- make that resey- fantastic drinks!
