,id,time,rating,comment
0,a-hVnSTC12MY5L3t9yOSJw,7/24/2016,3 star rating,"Good food for the price. I like their chicken wings with sweet plantain.  Their white fried rice is not bad either. I usually order these three items: happy family, chicken wings or jumbo shrimps."
1,a-hVnSTC12MY5L3t9yOSJw,12/12/2015,4 star rating,"Placed a pick-up order here last night for five adults. Was ready when we arrived within 15-20 minutes, as promised. Staff was friendly and went over the order to make sure all items were there. Received free sesame chicken dish since the total cost was over $40.00 I am a big fan of Chinese food, as indicated by the number of reviews of such establishments.  IMO Eastern is above average. My wife, who is very particular was very happy with her selection, plain lo men and steamed dumplings.  I was surprised by her reaction, because usually she always seems to find something wrong.  She exclaimed several times between mouthfuls how flavorful all the dishes were. We shall return!"
2,a-hVnSTC12MY5L3t9yOSJw,1/27/2015,3 star rating,ordered on seamless. Delivery took a while but there was a winter storm the day before. Egg roll arrived soggy and they forgot to add the hot sauce and mustard. I double checked and it was indicated on the receipt from seamless. Called up the restaurant the gentleman did offer to send the delivery guy back at a later time but I refused simply because my food would be cold by the time he arrived.
3,a-hVnSTC12MY5L3t9yOSJw,10/22/2011,2 star rating,Not the best of places. Food is ok and you get what you pay for. The staff is nice and friendly. Could do a better job at keeping it clean.
4,a-hVnSTC12MY5L3t9yOSJw,10/16/2011,1 star rating,"I had once eaten here a fairly long time ago and vaguely remembered some sort of stomach problem, but, since I occasionally find a cheap, off-the-beaten-path Chinese restaurant that DOESN'T make me ill, I weighed the risk and jumped headlong to danger anyway, thinking that maybe gastric lightning wouldn't strike twice.  Also, since this is a take-out place with a half-dozen, or so, tables to dine-in, I figured that, logically, eating-in might mitigate on any desire on the part of management, i.e., the cook, to take any chances on grossing me out.  Plus, all workers there seemed like family, also mitigating in my favor.  W-R-O-N-G !!!!Shrimp in garlic sauce is my benchmark in comparing Chinese restaurants.  I thrust forward with my terrible swift fork at the first shrimp, which was large, plump and tender - and smelly.  Yes, it had that fish smell that we get warned about.  But, stupid me, after sinking my teeth in, I shrugged and swallowed anyway - and thoughts of the cook's backward shuffle to a big bag with big eyes fixed on me got me to thinking that maybe my being poisoned here twice in a row was no accident.  The second shrimp was tender and sweet but the third was undersized and tasteless.  Conclusion: Taking one from Group A, Group B and Group C in this place means the cook takes one each from the Good, the Bad & the Ugly batches."
5,a-hVnSTC12MY5L3t9yOSJw,6/5/2016,1 star rating,"The worst! Food took over an hour to get here, order was wrong, food was cold and tasteless. Don't do it."
6,a-hVnSTC12MY5L3t9yOSJw,1/1/2014,1 star rating,"the food is not too bad(i used to order for delivery) but the woman on the phone taking the orders is hyper rood and she does not hezitate to to start screaming to the ordering client.Happened to me tonight (second time within one month,before xmas had insolted my girlfriend because she(the emploee messed up the order))when i darred not to asnwer her question wanting to make sure she had my adress right. Sorry  but respect to the paying and repeated customer is a must.never again"
7,a-hVnSTC12MY5L3t9yOSJw,6/10/2012,3 star rating,"It's a store front Chinese place. Not even fully authentic. We live in NYC. There are a whole lot of ""sections"" in NY where you can get that. But for a storefront place, this place ain't bad for the average General Tso's or beef & broccoli. Friendly staff that gets you your food quickly. Where else can you get a whole fried chicken with steamed broccoli. The diner has funny ideas about what fried chicken looks like. And lets not mention McDonald's processed mystery meat concoction. Be bold, and be satisfied."
8,a-hVnSTC12MY5L3t9yOSJw,9/8/2012,1 star rating,"I actually liked the food here enough to go back again and deal with the wretched attitude of the girl behind the counter.  Big mistake, she was even more horrible the second time, after my order was wrong.  Run screaming horror movie status from this place to one of the other hundreds in the neighborhood.  You will certainly have a better experience everywhere else."
9,a-hVnSTC12MY5L3t9yOSJw,1/23/2016,1 star rating,This place is the WORST. I waited 2 hours for my order and they cancelled it without even notifying me. Don't bother with this shit hole. Go elsewhere!
10,znlol6dCKwjoXpZZwV_ZOg,7/8/2022,4 star rating,Great food.. I do recommend the lunch special.. I usually go for the Burrito/Bowl. Great service
11,znlol6dCKwjoXpZZwV_ZOg,12/23/2019,5 star rating,"I had no idea this place existed until my friend dragged my reluctant and cold self down the street after church for a taco. Couldn't say no to tacos... obviously. Glad I didn't because this is one of the BEST chicken tacos I've had in NYC. Loaded with meat, bursting with flavor, everything tasting fresh... they don't skimp on the food here.I can only attest to the chicken tacos - and that was worth me rushing to Yelp to give them a good review. FWIW my friend told me the steak tacos and the chicken quesadilla are her go to's."
12,znlol6dCKwjoXpZZwV_ZOg,5/27/2022,5 star rating,Very small place but who cares. Grilled Steak bowl. That's all I care about! The delivery service is the fastest.
13,znlol6dCKwjoXpZZwV_ZOg,9/10/2021,1 star rating,"Yayks, At the time I reviewed this place the place had 4.5 stars.I ordered al pastor bowl. That thing tasted nothing like al pastor. The meat lacked any flavor (probably boiled pork). The cheese and beans were equally bad and had very poor flavor. I couldn't even finish 1/4 of the meal and I was hungry, the rest was wasted. Not authentic mexican food and definitely not good food to eat."
14,znlol6dCKwjoXpZZwV_ZOg,3/14/2020,5 star rating,"Ten stars for their steak taco . (I added guacamole and some jalapeños in addition to the basics  ) . The steak was extremely tender and a subtle gravy saturated the entire burrito adding some extra flavor. The rice and black beans were also very fresh and seasoned to perfection creating a perfect texture . As for the burrito wrap itself, mmmmm it was soft , non chewy and even oddly glistened abit for the added visuals . The restaurant is enough to sit about 8-10 people and is relatively chill. I might make this my go to Mexican spot when in Brooklyn ."
15,znlol6dCKwjoXpZZwV_ZOg,2/16/2022,4 star rating,"Came here after a basketball game and it was great! I love a loaded nacho and they were LOADED! I've had their elotes 2 different occasions and I can only say, only get it when its corn season, hahaha. The corn was great the first time, in season sweet corn. The 2nd time it just lacked sweetness and you can tell its not corn season, but that's not really their calling. We also tried one of their bowls, I don't remember exactly which one, but pretty good. We also had the churros and the Horchata. My boyfriend and I love their Horchata. The churros are pretty decent. Overall, i really like this spot."
16,znlol6dCKwjoXpZZwV_ZOg,12/9/2020,5 star rating,"I love ordering from Nacho Macho Taco because it is consistantly great!  The delivery is always quick.  My coworkers have started ordering from here as well because we know we are always going to get an amazing lunch.  The Al Pastor tacos are my favorite, the corn tortillas taste fresh, the pork is seasoned well and the portion is great.  The chips and guacamole are a great combo too.  The guacamole has a slight kick and is so creamy and delicious.  Lunch is a great value!"
17,znlol6dCKwjoXpZZwV_ZOg,6/27/2021,5 star rating,"Grabbed a quick lunch here, got a burrito and some chips and salsa at a very reasonable price. Nice interior and friendly staff. Would love to come back and try more of their extensive menu."
18,znlol6dCKwjoXpZZwV_ZOg,5/10/2021,5 star rating,One of my favorite spots to order from as they never disappoint!I always get a portobello mushroom and sautéed spinach bowl
19,znlol6dCKwjoXpZZwV_ZOg,1/26/2022,5 star rating,"Delicious, fresh, and friendly service. They have vegan options too! Looking forward to trying their Horchata next time."
20,9dqJrTzx0GvBNb-J0VyeGg,9/27/2019,2 star rating,"Yeesh service was positively horrendous! I tried to give my tray to the girl behind the register but she kept reaching over the register to bag my items. How does that make sense?? She was also embroiled in an argument with her manager, another customer and another associate. They all kept saying we are out of green tea, we are out of green tea! (They can't brew more or...?) The poor lady was waiting for her green tea cake. Afterwards my girl was just speaking poorly under her breath about her manager for the remainder of my time there. I was also THE ONLY OTHER PERSON WAITING TO PAY. I hope they're just working out the kinks but that was a TERRIBLE experience."
21,9dqJrTzx0GvBNb-J0VyeGg,4/19/2022,4 star rating,"I visited this location yesterday morning. Food was very tasty staff were very welcoming however the guy messed up my latte yesterday. I drink coffee everyday  so i know when my hazelnut latte is messed up i got vanilla instead I told him it's vanilla and he said that's what I ordered. The young lady came by and asked me what did I order and remade my drink for me she also gave me a large because of the trouble. She's the reason I'll be coming back, very sweet young lady need more like her in this service."
22,9dqJrTzx0GvBNb-J0VyeGg,6/18/2021,1 star rating,"Isn't this bakery supposed to be classy and clean? People bring their chick fil a and the employees don't say anything about it, allowing people to eat other place foods here. I'm actually in shock and this severely makes the brand look bad."
23,9dqJrTzx0GvBNb-J0VyeGg,12/2/2019,2 star rating,"I worked for 1y on this block without ever having noticed this location until today thus this location must be just a few months old.Their Union Square, 8th Ave, and Chinatown locations among others have all closed recently, the result of poorly executed aggressive expansion plans 2y ago. Pity but it's expected given my long-term disappointment by their cakes. From 6y to 3y ago, my family and I would for a nearly month pace of someone's birthday would get the blueberry yogurt cake ($36). It was a family favorite since it had rich cream, light blueberry taste, a difficult-to-control recipe, lovely consistency and texture, and overall stellar quality. A restaurant's ability to repeat a dish sets it apart from other providers. We noticed the rapid fall off of all those factors 3y ago and rapidly within 2 cake buys switched to the then rising and equally expanding Tous Les Jours. We've never looked back and after today's incident, am confident we made the correct choice. The total spend forfeitted is literally $100s, so Paris Baguette should take note of the scale of loss.Their other goods are none the better with many veering too close to the Chinese baked goods which so so many Chinatown bakers do better for literally 1/3 the price along with Bake Culture and a dozen competitive Korean bakers, big and small all. They also tried midtown Manhattan lunch goods but who'd pay $8-16 for a sandwich worth 1/4-1/2 that? They also flopped in the quality of service as staff clearly turned over quickly and now rarely have any Koreans which puts into question their adherance to their origins. The customers are few, especially noticably in a such copious empty space even in such a high foot traffic location. No throngs of regular Asian girls, an often reliable sign of food quality, confirm what all others (except those newbies led astray by some travel guide) feel.Paris Baguette tried some rewards program late last year which was namely my entering the receipt number into the app since the app never worked to auto-accept the register's purchase. I also remember 4y ago they gave a free annual print calendar which had 2 coupons monthly. Never used any of the 24+ coupons, even the free item ones, since they were either irrelevant (like some item which made no sense to their business model) or required such an unusually large purchase as would unlikely occur, say, $75 special cake order or $18 lunch item order. Neither mattered to save Paris Baguette's loyalty since they were both so poorly executed.This new location thusfar isn't reversing the service declines as surly distracted staff with dour or neutral attitudes lacking heart gives customers that same feeling in addition to food made without the necessary care for this tier of competition."
