,id,time,rating,comment
0,a-hVnSTC12MY5L3t9yOSJw,5/1/2020,4 star rating,"ordered delivery and was very happy with the food!  - sesame chicken combo with pork fried rice - very good, and better than some of the other local chinese/american places in the area.  - tofu and broccoli - this one was the gamble (not something I see often on a menu) and I was so happy to get it. The tofu was crispy and the broccoli was seasoned so very well - wonton soup - this one was disappointing just because it wasn't my preferred style of wonton soup, it was a broth that was thickened with cornstarch and had a lot of egg in it, so was not my favorite. However, the wontons were good!Overall, I would (and probably will) order from here again!"
1,a-hVnSTC12MY5L3t9yOSJw,8/13/2022,4 star rating,"This is your run-of-the-mill Chinese takeout spot.  Everything is done competently.  As long as you don't screw up General Tso's Chicken, which they don't, it's a job well done."
2,a-hVnSTC12MY5L3t9yOSJw,3/25/2022,1 star rating,Waited for 30 minutes and ask everyone at the counter when they can take the order. No one replied and kept talking to each other. And I'm the only one at the store too. No line. LolWorst service ever. I don't know how they are surviving in Astoria with that kind of service
3,a-hVnSTC12MY5L3t9yOSJw,5/18/2021,4 star rating,"I like this place for American Chinese food. My favorites are the pork egg roll, followed by the sweet and sour chicken. I also enjoy more authentic Chinese foods from other places, like soup dumplings, pan-fried pork buns, hand-pulled noodles, dry-fried green beans, Peking duck... But sometimes I'm craving the kind of American Chinese food I used to get when I was younger. This place really hits the spot for that. I usually order enough so I can get two meals, because it all reheats well (egg rolls and chicken in oven, rice in microwave, sauce in hot water). This is my go-to when I get these cravings! I've been guilty if ordering two days in a row & having it for lunch and dinner both days... No shame!"
4,a-hVnSTC12MY5L3t9yOSJw,4/12/2022,3 star rating,Food is great. Kind of upset they changed the minimum price for online orders 2 $15. Unfortunately there isn't anything there I would spend $15 on at one time. So I guess you guys being greedy just cost you my frequent purchases of items costing around $13. I order there at least 5 times a week. No longer will. Do the math. (5x52)x $13 or $3380 is less than $15 apparently using your logic. Smh. Whoever made this decision needs to step down from making decisions. I'm certain I'm not the only person who feels this way.
5,a-hVnSTC12MY5L3t9yOSJw,3/4/2022,1 star rating,They lie foos coming lady I'm still waiting reviews are bad and true!!! Be careful even told me go down he's there husband waited half hour please if you like being lied to don't order there stick Hong Kong Chinese on Broadway dum me try give them a try!!!
6,a-hVnSTC12MY5L3t9yOSJw,12/11/2021,1 star rating,Hi i just ordered about 40$ worth of food right now and paid with credit card requested for a delivery and I was called and informed the driver was outside. I went downstairs to get my food to only find out that the driver was not outside. I then proceed to go back upstairs. When i got inside i received another call saying he was outside i told him to then come upstairs. He then said come down or you dont get your food. I called the store after that then they to but in nicer words said if you dont go down AGAIN you will not get your food. I then told the guy to cancel the payment and he hung up on me. Poor delivery service
7,a-hVnSTC12MY5L3t9yOSJw,10/18/2020,1 star rating,I order my food and it has been over an hour and it still hasn't arrived. Mind you i live a 9 minute drive from this restaurant. Wish i could tell you about the food but it doesn't seem like I'll be getting it. So....
8,a-hVnSTC12MY5L3t9yOSJw,1/11/2020,2 star rating,"Decent but the person well the lady that takes the orders. Is just rude. It's disgusting this 2020.I will YouTube a Chinese recipe if I have to there is no reason to be rude especially when I am paying .however, the food was pretty decent and not greasy I order chicken and broccoli with white rice Side order of crab sticks"
9,a-hVnSTC12MY5L3t9yOSJw,10/15/2018,5 star rating,Either I was hungry or the food was amazing.Everything I ordered it came as expected. Pricing is reasonable as well. A bit less expensive than another location only a couple blocks up.Cleanest seating I've seen in a Chinese restaurant so if you want to sit there you can too.
10,znlol6dCKwjoXpZZwV_ZOg,10/13/2022,5 star rating,Good food that is quick and authentic! I ordered ahead 15 minutes for pick up and it was done by the time I got there.
11,znlol6dCKwjoXpZZwV_ZOg,1/26/2023,4 star rating,"I have to say that finding a Mexican restaurant in Brooklyn which provides good authentic food is GREAT! The place is small but cozy, the Mexican guy at the counter was very nice. The tacos (al pastor and with carnitas) were VERY good. Guacamole also quite good. The chicken quesadilla wasn't as great as the tacos, but still good.On the whole, if not EXACTLY as in Mexico, I think that for being in Brooklyn it is a great spot for quite authentic Mexican food!"
12,znlol6dCKwjoXpZZwV_ZOg,11/5/2022,2 star rating,"Today I was in a Park Slope mood and decided on another gorgeous fall day to walk around the neighborhood and soak it up. I was also in a taco mood thus , Yelp suggested  some good ideas especially for places that offered lunch specials: Miti Miti  offered but sounded like too much food as my appetite really wanted snack. I'll have to visit them in the future.Gueros on Prospect wasn't opened til 5 so that was ruled our. Nacho Macho appeared and I checked the photos and reviews and decided to give it a try.So, as you can see by my rating they garnered two stars.So let's talk about what they got right first:1. Extensive menu options. 2. Out door seating was comfy3. Lunch specials are a good value: chips and salsa, can of soda and two tacos....Which leads me to their opportunities:1. Posting pricing on social media should be reviewed and updated consistently. Thus, the lunch specials are not $10 but $11.25 plus tax 2. Post signs in your restaurant that states prices vary by selection: I selected shrimp tacos for the special and was told seventy five cents extra. Hmmm.. Which brought my total to $13 but there is a three taco special for $13....3.. if one is dining  in or out, putting chips in a paper bag with side salsa really isn't the way to go. The bag got greasy and I don't want to sound uppity but the chips could have been placed in a small basket.Now for the food:Chips and salsa were good, the salsa had a really nice kick.The shrimp tacos were bland and I  really was disappointed, no sauce no kick.. the size of the shrimp were nice.No straw for can of soda?? If it's bussing my own table state it.Well, Miti Miti for $19 lunch special and more food would have probably been a better choice."
13,znlol6dCKwjoXpZZwV_ZOg,11/30/2022,4 star rating,Ok second time here and my food was good. I had the steak salad bowl next time I will get it without beans and I had some chips but no guacamole
14,znlol6dCKwjoXpZZwV_ZOg,5/14/2022,5 star rating,"Great tacos, lunch special is an awesome deal. Tacos are filled and you get a side of chips too. Altogether, very fresh and would come back again."
15,znlol6dCKwjoXpZZwV_ZOg,7/21/2022,5 star rating,Big burrito chips and salsa were good also.  Friendly service.  Highly recommendGrilled Steak Burrito
16,znlol6dCKwjoXpZZwV_ZOg,2/22/2023,5 star rating,all I have to say is wow this place and the foo was amazing I will definitely make it my local spot to go to. I highly recommend it.
17,znlol6dCKwjoXpZZwV_ZOg,1/23/2021,5 star rating,"I love ordering from this place but always forget to take pictures because I'm starving. What I've tried: - grilled portobello: this is just so flavorful and heavy. It's definitely my favorite burrito - breakfast burrito- scrambled eggs, potatoes and cheese. There's more potato to eggs ratio so it would be nice if it was balanced but otherwise flavors are remarkable and seasoned well. I topped it off with some hot sauce and green avocado sauce and it was delicious. Delivery is always quick!"
18,znlol6dCKwjoXpZZwV_ZOg,3/20/2022,4 star rating,"Conveniently located about a 5 min walk to Barclays center, making it an ideal place to grab a bite to eat before any events or even if you're just passing by. I ordered the steak torta and fish taco. I preferred the torta. My friend ordered a chicken quesadilla. Portions were huge!! We probably could have split one dish but I had no problem finishing it all. Service was quick. Seating is tight inside but they also have outdoor seating."
19,znlol6dCKwjoXpZZwV_ZOg,4/10/2022,4 star rating,"Very solid Mexican spot. I particularly like their burrito bowls. Big portions, I often save it for two meals, fresh ingredients and I'm a big fav of their spicy chipotle chicken. Quesadillas are also a go to. All in all very good for a quick bite."
20,9dqJrTzx0GvBNb-J0VyeGg,3/13/2023,5 star rating,"Cake Time: The strawberry soft cream cake was the perfect addition to a dinner party with family friends. It's a vanilla cake with lightly sweetened whipped cream nestled in between the layers, paired with some tart strawberries bits to balance out the sweetness."
21,9dqJrTzx0GvBNb-J0VyeGg,3/19/2023,1 star rating,"I reported store female manager when I came in the store and saw some guy stole three packs salad,  but she didn't care of it anything. Actually he stayed for a while and he returned to this store with taking three sandwiches without pay.I'm sure she should call the police. This store can accepted his acts."
22,9dqJrTzx0GvBNb-J0VyeGg,11/14/2022,5 star rating,"The commercials worked!  I was in NYC and kept seeing the TV ads so I just had to stop when I saw the sign.  It was a spacious shop with a pleasing display of baked goods and prepared sandwiches, salads and chilled beverages.  I picked up a red bean bun that was individually wrapped and an egg salad sandwich.  I ordered a large latte and got a bottled o Perrier for later. I decided to eat at one of the many tables that were available and thoroughly enjoyed the soft bun filled with a tasty red bean paste.  Hours later I would enjoy the egg salad sandwich on the train to NJ.  Everything was tasty and a great value. Thanks!"
23,9dqJrTzx0GvBNb-J0VyeGg,12/18/2022,5 star rating,"Clean, modern, super friendly staff. Everything looks delicious and everything we had was delicious, perfect portions and beautiful plated. Chicken noodle soup was delicious and a gift from heaven after walking in this cold and windy weather. Excellent location, highly recommended."
24,9dqJrTzx0GvBNb-J0VyeGg,1/23/2022,2 star rating,Strawberry cake* - is delicious but I found a freakin eye lash on one of the slices I had ordered.Door Dash price $6.75 per slice. I photographed the good piece in the photos. Still gave this other slice a chance and the cake is very fluffy. It's not super sweet and it's very creamy. The strawberries on-top and inside of the cake are very fresh and taste yummy.Do I recommend this location? Only if the location seems clean enough. Kind of scared to order again.
25,9dqJrTzx0GvBNb-J0VyeGg,6/26/2022,5 star rating,This was a great place for a breakfast. Their pastries are very good. I would definitely come back and try other things here as well.
26,9dqJrTzx0GvBNb-J0VyeGg,8/15/2022,5 star rating,"Crab Meat Croquette, Ham & Cheese Pastry, Chocolate Cream Croissant, Croissant DonutDid a pickup order. The cashier told me they ran out of curry croquette and asked me if I wanted to substitute for crab instead. She was very kind and mentioned that she did not want to put the crab croquette in my order before asking (in case if I was allergic). She was very sweet. My order was also ready by the time I got there. Great customer service!"
27,9dqJrTzx0GvBNb-J0VyeGg,4/15/2022,3 star rating,Paris Baguette at 700 6th Avenue is crazy busy all the time. Starting early in the morning the tables are full of customers and the line is long. When I'm with my daughter it's just not an option because she doesn't want to wait. We are in this neighborhood to shop. I can't help it I get hangry! So when I'm alone I stop in for brunch or just have a coffee. It's a three star experience. It's just so busy!
28,9dqJrTzx0GvBNb-J0VyeGg,9/11/2022,1 star rating,Full of criminals using Grubhub to stealing money and putting false orders of other people GrubHub accounts GrubHub making you wait week or two to even get your money back these people are criminals as them I'm in California but paid for someones food in NY. Call the manager at this location she was the one who filled the order not even ashamed to hide it. I asked for a copy of their surveillance footage so I can submit it to the police for identity theft and she said she would need to talk to her regional manager put me on hold back on the phone is it called GrubHub and hung upSo yes this location aides in identity theft So GrubHub and never use them!!!!
29,9dqJrTzx0GvBNb-J0VyeGg,7/15/2022,3 star rating,"This bakery/cafe offers pastry's,sandwiches and beverages. Always busy even very late on weekdays. The staff is pretty ok but could need some more training in terms of customer service. Their cream filled pastries are very good especially the ones with powdered sugar. However for the price of the food, customer service and the quality you get I wouldn't give this more than 3 stars."
30,dNFsMw-z3Vsa5TbJd9Q4Ew,2/25/2023,4 star rating,"My boyfriend and I went out and tried this place for the first time. The Mini Chicken Tacos are absolutely amazing. Great seasoning. We also ordered their Gyoza, not bad at all. But the tacos were definitely better. Music? eh. (there's no real set mood, you are bound to hear ANYTHING). The drinks were okay, could be better. Not many options for theirs cocktails. They were also a bit pricey, in my opinion. Decent place for a quick, calm good time with friends or a spouse."
31,dNFsMw-z3Vsa5TbJd9Q4Ew,1/3/2023,5 star rating,"Get the mini chicken tacos!!! That's it, that's the yelpjk apparently i need more words to publish. Basically the sauce is really good - chicken is incredibly tender and the tortillas are fried and crispy but still soft on the inside. Second favorite tacos i've ever had in nyc"
