,id,time,rating,comment
0,a-hVnSTC12MY5L3t9yOSJw,5/30/2022,5 star rating,"Elite Yelp review on 5-30-22The Williamsburg Hotel restaurant -Brooklyn, NYChef Africa WeathersMgr Andy Olmos VadoServer NoaHostess ChloeBartender MarcelAMBIANCE ~Exquisitely decorated. Lights and decor with attention to detail is wonderful. I loved the ambience,  the hanging lamps to the colorful chandelier over the bar to the pillows placed just perfectly for an inviting place to sit, everywhere.SERVICEThe service here was excellent! Noa was courteous and kind. Andy came by To check on us a couple of times, and Chloe the hostess even stopped over to make sure everything was OK.The food runners were also prompt and courteous. FOOD/DRINKSHats off to the shop the truffle pizza was the divine Caesar salad was excellent and the phone and ribeye was cooked to perfection.Wine-The Palm Whispering Angel RoseCeasar saladTruffle PizzaBone in ribeye w smashed potatoes and asparagus Perfectly cooked MRRESTROOMSClean, elegant decorOVERALLWe had a great meal and great service. The restaurant was beautiful. We felt taken care of and appreciated.The staff was wonderful, they all worked together and had an incredible vibe that created a great experience. We will def be back and bring friends! If you want a nice Meal with friends or date night, or you have friends in town  or celebrating something special, definitely bring them here! Tell them Peggy and Diana sent you for extra love!"
1,a-hVnSTC12MY5L3t9yOSJw,6/16/2022,3 star rating,"If you want beautiful views of the Brooklyn area, this is an amazing place to visit! There's a pool at the rooftop, plenty of seating, and a water tower that you can visit! Drinks however were pricey and came in plastic cups, I expected better presentation."
2,a-hVnSTC12MY5L3t9yOSJw,2/17/2023,1 star rating,"Stayed here for 3 nights on a business trip but was interrupted mid-meeting by sewage water spewing out of the sink with chunks of feces in it. The whole room wreaked of sewage and all they did was move me to another room. Even before this flooding incident, the room was disgusting and full of hair and grime. I'd recommend staying literally anywhere else."
3,a-hVnSTC12MY5L3t9yOSJw,3/16/2022,4 star rating,Great vibes and service at this hotel. They have a restaurant and lots of seating for the public. I tried the mocktails from their menu and they were so refreshing.
4,a-hVnSTC12MY5L3t9yOSJw,8/30/2022,5 star rating,This spot has the most gorgeous view of the NYC skyline! Perfect spot for a first date or girls night out! Friendly staff and sip on a cocktail by the poolside and enjoy the view!
5,a-hVnSTC12MY5L3t9yOSJw,8/1/2022,5 star rating,"My friends and I haven't been out in Brooklyn/Williamsburg area. We heard about this place and had to go. And tbh it was like the best decision EVER!! It was SO GORGEOUS! I have never been to a place like this. The pool, the drinks the music and the views. UNBEATABLE."
6,a-hVnSTC12MY5L3t9yOSJw,12/1/2022,4 star rating,"A woman server is very nice. She smiles, and Explains to me about Tea selections. I love the tea Cup sets!"
7,a-hVnSTC12MY5L3t9yOSJw,2/26/2023,2 star rating,"I agree with most of the other reviewers. If you're looking for a relaxing stay- try someplace else. This is a party hotel. -super loud inside and out. Street noise, constant honking in the middle of the night. People staying next door to my room we're blasting music all night long. Impossible to sleep/relax. -shower is poorly designed; water gets everywhere outside the shower. Soaks the floor. -food is average. Had a few good meals. The Caesar salad had no flavor. Gnocchi was great. Pizza was good too. -service was non-existent. never saw anyone that worked there other than for room service. The lobby is on a different level than the entrance and there isn't anyone to greet you or help you out unless you go to another floor. -hotel is faux luxury. Looks nice at first glance but if you look closely, the paint is chipping, elevators are dirty, and things are starting to fall apart. Lastly- you can tell they don't care about customer service because if you read any negative reviews on yelp, the hotel manager is playing defense and arguing people's honest opinions. Never a good sign."
8,a-hVnSTC12MY5L3t9yOSJw,2/10/2023,5 star rating,The place is one of a kind. Pretty amazing and lovely. The  ambiance was vibrant. Definitely great place.
9,a-hVnSTC12MY5L3t9yOSJw,9/14/2021,2 star rating,"I came here for my birthday with a dinner party of 7. The hotel is outstandingly beautiful. But the manager is not the greatest guy around. We were sitting outside and we seen the biggest rat run across our table and practically brushed our feet. We were all very traumatized. The managers response was ""it was outside right"". Nothing was compensated at that moment. When my party moved themselves inside the hostess that night didn't even apologize for our inconvenience but just said ""you can sit here"". If it wasn't for the beautiful ambiance that night the place wouldn't gotten 1 star. The food was regular. My favorite was the truffle fries and the guacamole and chips for appetizer. The salmon tasted regular and they need to add more food to their dishes for such an expensive menu."
